model,outcome,country,term,estimate,std.error,conf.low,conf.high,or,or_low,or_high
by_country,w1gq13,AT,clusterMid,-1.3701955750787937,0.27454839954759613,-1.9083005502051948,-0.8320905999523925,0.25405726742359314,0.14833225573693795,0.4351386339408982
by_country,w1gq13,AT,clusterHigh,-3.0820571368387593,0.3348491071232353,-3.738349327055695,-2.4257649466218236,0.045864809347927624,0.023793345766127426,0.08841046388341228
by_country,w1gq13,AT,gndrFemale,0.06793341949645368,0.24225071901374115,-0.40686926499941134,0.5427361039923188,1.0702940453899499,0.6657312189838556,1.7207084645146615
by_country,w1gq13,AT,age,0.017425597516976456,0.005987867510752262,0.005689592851704521,0.029161602182248392,1.0175783089813137,1.0057058093255706,1.0295909651786306
by_country,w1gq13,AT,eisced,-0.17666890367756793,0.06589091846553644,-0.3058127307782845,-0.047525076576851344,0.838057216254436,0.7365245349184649,0.9535865601461397
by_country,w1gq13,AT,hinctnta,0.10100846557141871,0.05384745668035525,-0.004530610181158301,0.20654754132399572,1.1062860070669844,0.9954796375511471,1.2294261813761413
by_country,w1gq13,AT,w1xq3,0.07400811617996685,0.08507337710035551,-0.0927326389799245,0.24074887133985817,1.076815545089509,0.9114371504896966,1.2722015089284249
by_country,w1gq13,AT,hincfel,0.6023885907024763,0.17051844111745215,0.2681785874123563,0.9365985939925963,1.8264762984838852,1.307580636606878,2.5512886743109227
by_country,w1gq13,AT,1|2,-1.6737862737890468,0.8550305555579297,-3.349615368363862,0.002042820785768784,0.18753565834952668,0.03509785124891435,1.0020449087656977
by_country,w1gq13,AT,2|3,0.13865477342668187,0.8796430684507164,-1.5854139599870234,1.8627235068403871,1.1487274602974662,0.2048629704888165,6.441255708110035
by_country,w1gq13,AT,3|4,1.292956849315044,0.8740833829531224,-0.4202151007580073,3.0061287993880956,3.643544054505602,0.6569055037452101,20.209015149722628
by_country,w1gq13,AT,4|5,3.2964519641583214,0.8515875157288267,1.6273711036458847,4.965532824670758,27.01661275887267,5.09047478213663,143.38492895087498
by_country,w1gq13,BE,clusterMid,-0.5568924215624248,0.20552213503052608,-0.9597084042480336,-0.154076438876816,0.5729869017736581,0.38300455219402685,0.85720649460546
by_country,w1gq13,BE,clusterHigh,-1.5513754361532457,0.2594022674252668,-2.0597945378147964,-1.0429563344916952,0.21195624096604274,0.12748015955638864,0.35241129475197414
by_country,w1gq13,BE,gndrFemale,-0.18019009175356165,0.18272951743003749,-0.5383333648288191,0.1779531813216958,0.8351114485223231,0.5837202908991368,1.1947693824019576
by_country,w1gq13,BE,age,0.0011813042351903576,0.004764757866942465,-0.008157449579070762,0.010520058049451478,1.0011820022498672,0.9918757321254186,1.0105755884168646
by_country,w1gq13,BE,eisced,-0.01681859681964391,0.06425906163492548,-0.14276404330443734,0.10912684966514953,0.9833220462032382,0.866958609451859,1.1153038172845036
by_country,w1gq13,BE,hinctnta,-0.07426161235188276,0.03855980509909185,-0.1498374415969867,0.0013142168932211706,0.9284287736321835,0.8608479031119876,1.0013150808546785
by_country,w1gq13,BE,w1xq3,0.25810098792112596,0.08249901275224426,0.0964058941666166,0.4197960816756353,1.2944695378111817,1.1012059463642427,1.5216512314099362
by_country,w1gq13,BE,hincfel,0.3420158144892674,0.20029855752616096,-0.0505621444173322,0.734593773395867,1.4077825607002588,0.9506948464592372,2.0846349862871096
by_country,w1gq13,BE,1|2,-1.949825157036415,0.6420073880604554,-3.2081365154435373,-0.6915137986292923,0.1422989493816214,0.04043188731183717,0.5008173583127543
by_country,w1gq13,BE,2|3,-0.35218643493029056,0.5984574076589899,-1.5251414002231156,0.8207685303625345,0.7031490182173653,0.21759028737469516,2.272245456290268
by_country,w1gq13,BE,3|4,0.9619934905985488,0.5894598777381169,-0.1933266400995437,2.117313621296641,2.616908058686357,0.8242127092437536,8.308786931835943
by_country,w1gq13,BE,4|5,2.2823904996983093,0.6047423446139076,1.0971172843287407,3.4676637150678777,9.800079517736078,2.9955183378687837,32.06174949417292
by_country,w1gq13,CZ,clusterMid,-0.8863524935081953,0.2684707366633226,-1.4125454682712446,-0.36015951874514607,0.41215635734519573,0.2435226144539038,0.6975650424951223
by_country,w1gq13,CZ,clusterHigh,-1.7558815999654567,0.2804395174927445,-2.3055329540930263,-1.206230245837887,0.17275487444649693,0.09970564795772643,0.29932353137786527
by_country,w1gq13,CZ,gndrFemale,0.01800800075223261,0.21860624415750626,-0.41045236459204915,0.4464683660965144,1.0181711224920877,0.6633501061540265,1.5627832498395469
by_country,w1gq13,CZ,age,0.0022362969075445656,0.007155524437905206,-0.011788273281245848,0.01626086709633498,1.0022387992844788,0.9882809361918916,1.0163937945233787
by_country,w1gq13,CZ,eisced,-0.024864757035205257,0.06312190062713993,-0.14858140890011573,0.09885189482970523,0.975441824752362,0.861929835554351,1.1039027937398964
by_country,w1gq13,CZ,hinctnta,0.012581960529024081,0.04839301460840776,-0.08226660520677581,0.10743052626482397,1.0126614464073063,0.9210263755336332,1.113413505064481
by_country,w1gq13,CZ,w1xq3,0.23539205397127616,0.09302536006652905,0.053065698592008714,0.4177184093505436,1.2654047784639146,1.0544989219380823,1.5184930207575218
by_country,w1gq13,CZ,hincfel,0.5661902414329039,0.15338100111385805,0.26556900333704425,0.8668114795287635,1.7615431971489999,1.3041728433957527,2.379312259978029
by_country,w1gq13,CZ,1|2,-2.2015734603241346,0.8479587205524727,-3.863542012983645,-0.5396049076646243,0.1106289510789278,0.020993508397338153,0.5829785372308516
by_country,w1gq13,CZ,2|3,0.4170703018609583,0.8685430781180771,-1.285242850272031,2.1193834539939473,1.5175091929054232,0.2765834071197281,8.326002541271796
by_country,w1gq13,CZ,3|4,2.000161480589017,0.8738964128317466,0.28735598522004735,3.712966975957986,7.390249384405412,1.3328986212385723,40.97519878365078
by_country,w1gq13,CZ,4|5,3.005690005842994,0.88806648082879025,1.2651116875413353,4.746268324144653,20.200149509557157,3.5434884775246824,115.15376522220402
by_country,w1gq13,FI,clusterMid,-1.303910007603139,0.15003566146252667,-1.5979745004663353,-1.0098455147399426,0.2714682721933784,0.2023058737326768,0.3642752503816937
by_country,w1gq13,FI,clusterHigh,-2.6082610935121613,0.17387637018719357,-2.9490525168416144,-2.267469670182708,0.07366252469947825,0.052389320439068854,0.1035739249836638
by_country,w1gq13,FI,gndrFemale,-0.12376211154381364,0.12401866254078303,-0.36683422353457507,0.11931000044694776,0.8835900117469447,0.6929245060989262,1.1267191475942746
by_country,w1gq13,FI,age,-0.007159754426829312,0.0033172833058915355,-0.013661510232892688,-6.579986207659368e-4,0.9928658155535772,0.9864313846885611,0.9993422178128529
by_country,w1gq13,FI,eisced,-0.14120943431313832,0.045884381412800566,-0.2311411693351265,-0.05127769929115014,0.8683074392810316,0.7936274222713168,0.9500148154571043
by_country,w1gq13,FI,hinctnta,0.05011643128418566,0.031114884196848328,-0.010867621124771541,0.11110048369314285,1.0513935043457225,0.9891912181292171,1.1175071924627398
by_country,w1gq13,FI,w1xq3,0.25970260137302364,0.05271237740001914,0.15638824012950306,0.36301696261654426,1.2965444387871303,1.1692800764265436,1.437660245513847
by_country,w1gq13,FI,hincfel,0.39559410276115514,0.11970436251534576,0.16097786343875103,0.6302103420835592,1.4852663296819455,1.174658965615923,1.878005561324917
by_country,w1gq13,FI,1|2,-2.6302649319914586,0.44469416666577705,-3.5018494827914335,-1.7586803811914835,0.07205936887755669,0.030141585495890102,0.1722720473261039
by_country,w1gq13,FI,2|3,-0.561517588778718,0.4320664589718189,-1.4083522872912357,0.28531710973379965,0.5703428608194588,0.24454589274522998,1.3301837754707888
by_country,w1gq13,FI,3|4,0.8897503578306547,0.4378456824992873,0.03158858934569242,1.747912126315617,2.4345218161148923,1.0320928039719939,5.742600326569257
by_country,w1gq13,FI,4|5,2.1683589850467424,0.44668218538356574,1.2928779891593098,3.043839980934175,8.743923351940326,3.6432567353832037,20.985673296659826
by_country,w1gq13,FR,clusterMid,-0.8523607367645489,0.2911249134078925,-1.42295508204636,-0.28176639148273785,0.42640710787688424,0.2410007864915578,0.7544499098732114
by_country,w1gq13,FR,clusterHigh,-1.7094003230349877,0.2809213143253159,-2.2599959816022626,-1.1588046644677128,0.18097428619401143,0.10435090407735936,0.3138611261015224
by_country,w1gq13,FR,gndrFemale,-0.058918303974176384,0.23971387986792803,-0.5287488751096764,0.41091226716132356,0.9427837876996685,0.589341848874319,1.5081930326975383
by_country,w1gq13,FR,age,0.010422734810008724,0.007183767479566632,-0.003657190723251949,0.024502660343269398,1.0104772407127343,0.9963494886536751,1.024805317437501
