w1gq5,w1gq1,w1gq10,w1gq13,w1gq14,w1gq15,w1gq16,gndr,age,eisced,hinctnta,w1xq3,hincfel,cntry,w1weight,risk_score,cluster
5,4,10,2,1,3,2,Male,32,5,7,1,2,AT,0.11702081,1.5372696196742017,High
4,4,9,3,2,2,2,Female,40,5,7,2,1,AT,0.07260804,0.7479060696000066,High
4,4,10,1,1,1,1,Female,34,6,5,1,1,AT,0.04489271,0.8049765788142919,High
4,3,9,2,1,2,1,Female,25,6,7,3,2,AT,0.085654154,0.46479149499999983,Mid
4,5,10,1,1,4,2,Female,31,7,8,5,1,AT,0.039534383,1.0880911534142983,High
3,4,8,2,2,2,2,Female,65,3,4,1,3,AT,0.28448826,-0.04145748047418853,Mid
4,4,9,2,1,2,2,Female,65,3,6,1,2,AT,0.1294801,0.7479060696000066,High
3,3,3,3,1,5,2,Female,47,5,5,2,3,AT,0.084633164,-0.6099246011456215,Low
4,4,10,1,1,1,2,Male,62,5,8,2,1,AT,0.036315005,0.8049765788142919,High
4,4,3,4,2,4,2,Male,65,4,10,1,1,AT,0.12716451,0.4054830143142952,Mid
5,5,10,1,1,1,1,Male,30,4,NA,1,1,AT,0.23439327,1.8203841942742083,High
3,5,5,2,2,1,2,Male,61,5,NA,2,1,AT,0.031092001,0.07044556648296252,Mid
5,4,8,2,2,4,2,Female,41,5,4,1,2,AT,0.03382536,1.423128601245631,High
4,5,10,2,2,2,3,Female,53,5,7,2,2,AT,0.057652254,1.0880911534142983,High
4,4,10,4,1,3,2,Female,65,6,4,3,2,AT,0.15467502,0.8049765788142919,High
4,5,10,1,2,2,1,Male,42,6,9,2,1,AT,0.12323786,1.0880911534142983,High
4,4,5,3,1,2,2,Female,67,3,3,3,1,AT,0.047963634,0.5196240327428656,Mid
4,4,10,4,1,2,2,Female,34,7,10,2,1,AT,0.093610026,0.8049765788142919,High
4,4,10,2,2,2,2,Male,52,5,3,1,1,AT,0.07707501,0.8049765788142919,High
4,2,8,5,2,4,4,Male,74,3,6,4,2,AT,0.07102165,0.12460641118570773,Mid
3,4,8,4,2,5,2,Female,63,6,NA,2,1,AT,0.028123919,-0.04145748047418853,Mid
4,3,9,4,2,2,2,Male,63,7,10,2,1,AT,0.08544886,0.46479149499999983,Mid
3,3,10,3,2,4,2,Female,36,7,10,2,1,AT,0.041104887,-0.21043103664562482,Mid
3,1,5,2,1,3,3,Male,51,3,NA,4,2,AT,0.06997404,-1.0620127319170645,Low
2,2,1,5,3,5,5,Male,55,5,8,4,2,AT,0.08740793,-1.7394732350341087,Low
5,4,10,2,1,2,2,Male,57,6,9,5,1,AT,0.037247945,1.5372696196742017,High
3,4,7,1,2,4,2,Male,45,3,6,4,1,AT,0.049218405,-0.09852798968847376,Mid
5,3,9,5,1,1,2,Male,39,6,8,2,2,AT,0.12165674,1.1970845358599096,High
5,4,8,2,2,2,2,Male,59,5,5,4,2,AT,0.014998372,1.423128601245631,High
3,3,4,2,2,3,3,Male,39,7,10,3,1,AT,0.12326918,-0.5528540919313362,Low
4,5,9,4,1,1,2,Male,72,7,NA,1,2,AT,0.14137949,1.0310206442000132,High
2,3,5,5,3,3,4,Male,26,3,7,3,2,AT,0.1298116,-1.2280766235769611,Low
3,5,5,5,5,1,4,Male,61,3,5,4,2,AT,0.084654935,0.07044556648296252,Mid
3,2,6,5,1,4,2,Male,53,4,9,4,2,AT,0.042151902,-0.7218276481027726,Low
3,4,9,4,1,2,3,Female,73,7,NA,2,2,AT,0.0300325,0.015613028740096714,Mid
3,2,6,3,3,3,3,Female,27,3,9,1,4,AT,0.27802518,-0.7218276481027726,Low
1,1,0,5,3,5,5,Male,45,3,3,1,2,AT,0.05720007,-2.8119513597083112,Low
4,4,7,2,1,1,1,Male,79,5,7,4,2,AT,0.1525665,0.6337650511714361,High
2,2,3,4,2,2,4,Female,29,5,3,3,2,AT,0.02133286,-1.6253322166055384,Low
4,3,10,1,1,1,5,Male,44,3,NA,1,NA,AT,0.03821883,0.5218620042142851,Mid
3,4,2,4,2,3,2,Male,65,7,5,1,1,AT,0.050015148,-0.38388053575990005,Low
3,3,4,3,1,2,3,Male,27,6,9,3,1,AT,0.52894765,-0.5528540919313362,Low
3,4,10,4,2,4,3,Female,69,4,5,3,2,AT,0.046157036,0.07268353795438197,Mid
2,2,7,3,3,2,3,Female,27,3,3,4,3,AT,0.030078169,-1.3970501797483972,Low
4,4,9,2,1,2,2,Female,56,7,9,2,2,AT,0.042198706,0.7479060696000066,High
3,4,10,2,1,3,2,Female,28,5,NA,4,2,AT,0.072686635,0.07268353795438197,Mid
2,2,10,1,1,1,2,Male,45,5,8,4,1,AT,0.033648685,-1.2258386521055415,Low
4,3,5,2,1,1,1,Female,76,3,4,2,1,AT,0.22563145,0.23650945814285881,Mid
3,3,7,3,2,2,2,Male,51,5,8,4,2,AT,0.22854394,-0.3816425642884806,Low
4,4,8,2,2,2,2,Female,74,5,4,3,1,AT,0.019594276,0.6908355603857214,High
3,2,7,4,2,3,5,Female,28,6,4,3,2,AT,0.07450327,-0.6647571388884873,Low
3,3,7,3,3,2,3,Male,66,2,10,2,1,AT,0.7743378,-0.3816425642884806,Low
4,3,4,2,1,2,2,Male,59,3,9,2,1,AT,0.043576878,0.1794389489285736,Mid
3,5,3,2,3,3,2,Male,72,5,4,1,1,AT,0.20664269,-0.043695451945607984,Mid
3,3,7,3,2,2,2,Female,67,3,7,3,1,AT,0.096014336,-0.3816425642884806,Low
3,3,7,2,2,2,3,Female,43,5,8,3,2,AT,0.037290137,-0.3816425642884806,Low
3,5,9,4,2,2,4,Female,21,4,3,3,1,AT,0.15237673,0.29872760334010345,Mid
5,5,10,2,2,1,2,Female,41,7,7,4,1,AT,0.2831672,1.8203841942742083,High
4,3,9,3,2,2,2,Female,66,3,1,4,3,AT,0.27286032,0.46479149499999983,Mid
4,4,6,2,1,1,1,Male,55,7,2,1,1,AT,0.020701578000000002,0.576694541957151,High
5,4,10,1,1,1,1,Female,51,7,10,2,1,AT,0.030477377,1.5372696196742017,High
4,4,7,3,3,1,2,Male,49,7,9,2,2,AT,0.07898301,0.6337650511714361,High
4,3,8,4,1,3,2,Male,54,5,5,3,2,AT,0.019353276,0.4077209857857146,Mid
4,5,10,1,1,1,1,Female,31,7,10,4,1,AT,0.19408733,1.0880911534142983,High
1,3,1,5,4,2,4,Female,71,4,8,3,2,AT,0.03864864,-2.188651701294012,Low
3,3,10,5,1,1,3,Female,43,3,6,4,3,AT,0.057783674,-0.21043103664562482,Mid
4,3,9,3,1,2,2,Male,82,3,1,4,2,AT,0.15205204,0.46479149499999983,Mid
5,4,10,2,1,1,2,Female,30,6,4,4,2,AT,0.08480368,1.5372696196742017,High
5,5,10,1,1,1,1,Female,31,6,3,1,1,AT,0.29088217,1.8203841942742083,High
3,2,4,4,2,3,4,Male,77,3,6,4,2,AT,0.049246542,-0.835968666531343,Low
1,1,3,2,2,2,3,Male,35,3,8,3,1,AT,0.1711637,-2.640739832065455,Low
2,3,2,3,2,3,3,Female,63,2,NA,4,2,AT,0.18946557,-1.399288151219817,Low
5,5,10,2,2,1,2,Female,32,7,8,3,1,AT,0.2113814,1.8203841942742083,High
3,3,9,2,2,3,2,Female,40,5,8,4,2,AT,0.051006377,-0.26750154585991004,Mid
5,5,9,2,1,2,2,Male,31,7,9,4,1,AT,0.22375064,1.763313685059923,High
3,3,3,2,4,3,2,Female,71,3,9,2,1,AT,0.098422974,-0.6099246011456215,Low
4,3,7,4,2,1,1,Male,71,3,6,4,2,AT,0.042534824,0.3506504765714293,Mid
3,2,4,3,2,3,2,Male,90,7,4,2,2,AT,0.13173167,-0.835968666531343,Low
4,4,7,3,3,3,3,Male,22,2,8,1,2,AT,0.7879022,0.6337650511714361,High
4,4,10,3,1,1,2,Male,59,5,8,1,1,AT,0.1076527,0.8049765788142919,High
5,5,9,1,1,2,2,Female,25,5,10,4,1,AT,0.348482,1.763313685059923,High
3,3,5,3,4,3,3,Female,67,3,9,1,1,AT,0.13353024,-0.49578358271705103,Low
3,5,5,3,2,3,2,Female,61,3,2,3,2,AT,0.053168673,0.07044556648296252,Mid
4,3,7,2,2,2,2,Female,51,6,6,4,2,AT,0.21893123,0.3506504765714293,Mid
2,4,9,4,1,3,2,Male,73,4,6,3,3,AT,0.07325742,-0.7166800121198132,Low
5,5,8,2,1,2,2,Male,35,7,8,1,1,AT,0.14752896,1.7062431758456378,High
2,3,6,4,3,3,3,Female,44,3,NA,4,1,AT,0.06992789,-1.171006114362676,Low
2,2,6,2,2,2,3,Male,36,7,9,4,1,AT,0.044868,-1.4541206889626825,Low
5,5,10,2,1,2,2,Female,22,4,6,1,2,AT,0.08776841,1.8203841942742083,High
3,3,8,3,2,1,3,Female,35,3,8,2,1,AT,0.052986354,-0.3245720550741953,Mid
3,4,10,3,1,2,1,Female,57,5,NA,4,1,AT,0.076695606,0.07268353795438197,Mid
5,4,10,2,2,2,2,Male,62,4,9,1,2,AT,0.12584797,1.5372696196742017,High
2,4,5,5,3,2,3,Female,35,6,6,3,2,AT,0.092639856,-0.9449620489769542,Low
3,4,5,3,2,2,3,Male,68,5,5,3,2,AT,0.22930649,-0.21266900811704426,Mid
3,2,5,5,3,2,4,Female,43,6,8,3,1,AT,0.07285101,-0.7788981573170578,Low
4,3,8,4,2,2,3,Male,30,5,9,4,1,AT,0.048970427,0.4077209857857146,Mid
3,3,7,2,2,2,2,Male,67,5,9,2,2,AT,0.095820375,-0.3816425642884806,Low
3,4,10,3,3,3,4,Female,24,4,5,4,1,AT,0.0843899,0.07268353795438197,Mid
3,3,7,2,2,3,2,Female,44,3,9,4,1,AT,0.13704902,-0.3816425642884806,Low
3,2,10,2,1,4,4,Female,33,3,1,3,3,AT,0.03519857,-0.49354561124563157,Low
3,2,8,4,2,4,2,Male,78,7,8,2,1,AT,0.09854464,-0.6076866296742021,Low
3,3,7,2,2,2,2,Female,57,6,NA,1,1,AT,0.118865184,-0.3816425642884806,Low
3,4,10,2,1,1,2,Female,39,6,7,2,1,AT,0.08537903,0.07268353795438197,Mid
2,4,5,3,3,3,5,Male,37,3,3,5,2,AT,0.39525488,-0.9449620489769542,Low
3,2,5,5,3,3,5,Female,56,3,7,4,2,AT,0.09660465,-0.7788981573170578,Low
1,5,10,5,3,3,5,Male,58,3,8,2,3,AT,0.056152947,-1.1087879691654312,Low
3,4,10,2,1,5,2,Male,82,7,8,2,1,AT,0.095470585,0.07268353795438197,Mid
4,5,2,3,1,1,1,Female,71,6,8,2,1,AT,0.03360185,0.6315270797000165,High
3,3,7,3,3,2,2,Female,41,7,2,1,3,AT,0.043413654,-0.3816425642884806,Low
5,5,10,1,1,1,1,Male,55,5,10,1,1,AT,0.10577701,1.8203841942742083,High
2,4,5,4,2,2,3,Female,22,2,7,3,1,AT,0.42975238,-0.9449620489769542,Low
3,3,5,3,2,2,2,Female,60,3,NA,4,2,AT,0.11203225,-0.49578358271705103,Low
3,5,5,3,1,3,2,Female,51,4,5,3,2,AT,0.057235528,0.07044556648296252,Mid
5,4,10,2,1,1,2,Female,41,7,8,1,2,AT,0.07975553,1.5372696196742017,High
3,3,8,4,3,2,2,Female,51,3,8,4,1,AT,0.030462628,-0.3245720550741953,Mid
3,3,5,5,3,3,5,Female,62,5,NA,3,1,AT,0.04097132,-0.49578358271705103,Low
4,4,10,2,4,1,4,Male,52,5,7,4,1,AT,0.036900878,0.8049765788142919,High
3,3,5,4,1,2,2,Male,73,3,7,3,2,AT,0.0915954,-0.49578358271705103,Low
3,5,8,2,1,2,2,Male,27,4,10,1,1,AT,0.14509967,0.24165709412581823,Mid
4,4,6,3,2,2,3,Female,59,5,6,2,2,AT,0.0476602,0.576694541957151,High
2,3,2,5,3,3,3,Male,70,3,NA,2,2,AT,0.11928562,-1.399288151219817,Low
3,3,10,4,3,3,3,Female,34,5,6,4,1,AT,0.034831908,-0.21043103664562482,Mid
4,5,8,2,1,3,2,Male,66,5,9,2,1,AT,0.12589695,0.973950134985728,High
4,5,9,2,1,2,2,Female,74,5,6,1,1,AT,0.07240216,1.0310206442000132,High
3,3,7,4,2,3,3,Female,27,5,5,NA,2,AT,0.03656233,-0.3816425642884806,Low
3,3,8,3,2,2,2,Male,63,5,4,1,2,AT,0.12823811,-0.3245720550741953,Mid
4,4,8,4,2,4,3,Male,72,3,5,1,2,AT,0.0372486,0.6908355603857214,High
1,2,3,3,2,3,4,Male,76,5,8,3,1,AT,0.07678673,-2.357625257465448,Low
2,4,6,4,2,4,4,Male,75,5,9,1,1,AT,0.10790429,-0.8878915397626689,Low
3,3,10,4,1,3,3,Female,36,3,7,5,2,AT,0.035965946,-0.21043103664562482,Mid
3,3,5,3,2,2,2,Male,54,5,9,4,2,AT,0.083188996,-0.49578358271705103,Low
4,4,10,3,2,2,4,Male,60,3,2,1,3,AT,0.070305385,0.8049765788142919,High
4,4,8,2,2,2,2,Female,80,6,10,3,1,AT,0.056026954,0.6908355603857214,High
5,4,10,3,1,1,3,Male,34,5,NA,3,2,AT,0.30035895,1.5372696196742017,High
2,4,5,4,3,4,3,Male,64,5,6,4,2,AT,0.033345338,-0.9449620489769542,Low
3,3,9,3,1,1,4,Male,58,3,9,4,2,AT,0.21383779,-0.26750154585991004,Mid
1,4,2,3,5,5,4,Male,74,7,10,1,1,AT,0.07225255,-1.8484666174797202,Low
3,3,10,4,3,3,2,Female,47,6,7,5,2,AT,0.2468675,-0.21043103664562482,Mid
1,1,3,4,3,5,5,Male,26,4,1,1,1,AT,0.5030787,-2.640739832065455,Low
4,3,10,3,2,3,3,Female,51,7,5,4,2,AT,0.12053314,0.5218620042142851,Mid
3,3,5,5,1,2,4,Male,56,3,NA,3,1,AT,0.056317743,-0.49578358271705103,Low
3,4,7,1,1,5,2,Female,44,5,9,4,2,AT,0.15794702,-0.09852798968847376,Mid
4,5,10,1,1,1,1,Female,40,4,9,1,1,AT,0.07305338,1.0880911534142983,High
3,4,3,5,2,5,3,Female,60,6,9,1,1,AT,0.17830338,-0.32681002654561475,Mid
4,4,8,2,2,2,2,Male,66,3,8,4,1,AT,0.089352176,0.6908355603857214,High
5,5,10,2,1,5,1,Female,69,5,9,4,2,AT,0.039259348,1.8203841942742083,High
2,1,7,4,2,4,3,Male,58,5,8,5,1,AT,0.03742801,-1.680164754348404,Low
1,1,5,5,1,5,4,Male,32,3,7,1,2,AT,0.13291343,-2.526598813636885,Low
4,5,10,2,1,1,1,Male,53,7,10,2,1,AT,0.13452351,1.0880911534142983,High
4,4,8,2,2,3,3,Female,25,4,8,1,1,AT,0.20864125,0.6908355603857214,High
4,4,10,2,1,1,2,Male,52,5,7,2,1,AT,0.038706552,0.8049765788142919,High
3,3,6,3,3,4,1,Male,47,7,10,3,1,AT,0.041283373,-0.4387130735027658,Low
2,2,2,5,4,3,4,Male,76,3,3,4,2,AT,0.23721895,-1.6824027258198238,Low
5,5,9,1,1,1,1,Male,41,7,10,3,1,AT,0.23486683,1.763313685059923,High
4,4,9,3,2,1,2,Female,47,3,4,3,1,AT,0.04682703,0.7479060696000066,High
5,4,8,2,1,1,2,Female,45,6,8,4,1,AT,0.124700636,1.423128601245631,High
2,3,3,4,2,2,4,Male,50,5,10,4,1,AT,0.11286206,-1.3422176420055318,Low
4,4,10,1,1,1,1,Female,83,4,9,1,1,AT,0.13503173,0.8049765788142919,High
3,3,8,2,2,2,2,Female,29,7,1,1,2,AT,0.18657662,-0.3245720550741953,Mid
5,5,10,2,1,2,2,Male,28,4,2,1,2,AT,0.35180518,1.8203841942742083,High
3,3,7,2,2,2,2,Male,76,7,9,4,1,AT,0.06578919,-0.3816425642884806,Low
4,4,10,2,1,1,2,Male,33,6,10,4,1,AT,0.08548333,0.8049765788142919,High
4,5,10,1,1,2,2,Male,62,3,3,1,1,AT,0.04902504,1.0880911534142983,High
3,3,8,3,2,3,2,Male,75,5,8,4,1,AT,0.027124442,-0.3245720550741953,Mid
2,3,6,3,3,2,2,Male,81,5,10,1,1,AT,0.14155506,-1.171006114362676,Low
2,3,2,5,4,4,4,Male,53,3,9,3,1,AT,0.09638122,-1.399288151219817,Low
4,5,7,5,1,1,2,Female,28,3,6,4,2,AT,0.033489227,0.9168796257714428,High
5,4,10,1,2,2,2,Male,67,3,6,4,2,AT,0.18502627,1.5372696196742017,High
3,3,6,1,1,3,3,Male,52,6,8,5,1,AT,0.07619838,-0.4387130735027658,Low
5,5,10,1,2,1,1,Male,54,7,10,5,1,AT,0.03450801,1.8203841942742083,High
4,5,10,2,1,1,2,Male,45,5,10,2,1,AT,0.03818285,1.0880911534142983,High
3,4,8,4,2,2,3,Male,69,3,5,3,1,AT,0.04880465,-0.04145748047418853,Mid
5,5,5,1,1,2,2,Female,63,5,8,4,1,AT,0.04388206,1.5350316482027822,High
3,3,4,2,2,1,3,Female,63,5,7,4,2,AT,0.16629697,-0.5528540919313362,Low
5,5,10,1,1,1,2,Female,61,5,8,4,1,AT,0.06038716,1.8203841942742083,High
5,5,10,1,1,1,4,Female,58,7,8,4,2,AT,0.01735228,1.8203841942742083,High
3,3,9,4,2,2,4,Female,23,5,10,3,1,AT,0.07722966,-0.26750154585991004,Mid
3,4,7,3,2,3,2,Female,58,3,5,2,1,AT,0.05340591,-0.09852798968847376,Mid
3,4,10,2,2,1,2,Female,28,5,2,2,1,AT,0.016206596,0.07268353795438197,Mid
4,5,10,1,1,1,1,Female,41,7,10,2,1,AT,0.037470434,1.0880911534142983,High
2,4,10,5,2,2,3,Male,67,2,3,4,2,AT,0.12655051,-0.659609502905528,Low
2,2,8,4,2,2,2,Male,87,4,4,2,1,AT,0.12898763,-1.3399796705341123,Low
4,4,9,1,1,4,2,Female,38,6,6,1,1,AT,0.09791405,0.7479060696000066,High
4,3,7,2,1,1,2,Female,69,3,6,1,1,AT,0.1119433,0.3506504765714293,Mid
3,3,8,5,2,5,3,Male,47,5,9,2,1,AT,0.03906512,-0.3245720550741953,Mid
4,4,10,2,1,1,2,Male,75,7,7,5,1,AT,0.07724628,0.8049765788142919,High
3,3,5,4,2,4,3,Female,79,2,10,1,1,AT,0.31491762,-0.49578358271705103,Low
1,5,8,5,1,2,3,Male,68,3,5,4,3,AT,0.04957742,-1.2229289875940017,Low
3,3,5,3,3,3,3,Female,70,3,9,1,1,AT,0.11434635,-0.49578358271705103,Low
3,3,5,4,2,2,2,Female,32,4,8,4,1,AT,0.19872838,-0.49578358271705103,Low
2,3,6,2,2,2,3,Female,64,5,9,1,1,AT,0.09598415,-1.171006114362676,Low
3,4,8,4,2,3,2,Male,29,5,8,5,1,AT,0.066656869999999993,-0.04145748047418853,Mid
5,5,10,1,1,1,1,Female,62,6,9,1,1,AT,0.027705802,1.8203841942742083,High
4,4,6,2,1,1,2,Male,65,5,9,4,1,AT,0.22578864,0.576694541957151,High
4,5,9,5,2,1,2,Female,55,7,9,4,1,AT,0.1626914,1.0310206442000132,High
4,5,5,3,1,1,2,Male,67,3,5,2,1,AT,0.04326485,0.8027386073428723,High
3,3,4,5,2,4,2,Male,79,7,10,3,1,AT,0.07186123,-0.5528540919313362,Low
4,4,8,1,1,2,2,Male,58,5,8,3,1,AT,0.16252434,0.6908355603857214,High
4,5,10,1,2,3,4,Male,33,5,NA,5,2,AT,0.046862364,1.0880911534142983,High
5,5,10,1,1,2,2,Female,29,7,3,1,2,AT,0.058759667,1.8203841942742083,High
3,3,4,3,3,4,3,Female,54,5,8,3,1,AT,0.046686746,-0.5528540919313362,Low
3,3,6,4,2,2,2,Female,36,7,3,1,2,AT,0.06737488,-0.4387130735027658,Low
3,4,2,4,3,2,3,Female,31,3,3,4,2,AT,0.0373669,-0.38388053575990005,Low
3,2,10,3,2,2,3,Female,64,3,1,1,2,AT,0.047684114,-0.49354561124563157,Low
4,5,2,2,5,4,5,Male,48,3,8,5,2,AT,0.2783289,0.6315270797000165,High
5,4,9,2,1,3,2,Female,47,5,7,4,2,AT,0.023016386,1.4801991104599164,High
3,5,10,1,1,1,1,Male,42,7,9,4,1,AT,0.07261721,0.3557981125543887,Mid
4,4,9,4,1,2,2,Female,63,3,6,3,2,AT,0.1022443,0.7479060696000066,High
4,4,8,2,2,2,2,Female,44,7,6,4,3,AT,0.031889766,0.6908355603857214,High
4,5,10,1,1,1,1,Female,72,5,3,1,2,AT,0.053967685,1.0880911534142983,High
4,4,7,3,2,3,2,Male,54,2,2,3,3,AT,0.9860166,0.6337650511714361,High
4,5,7,4,1,4,3,Male,56,5,10,4,2,AT,0.15720461,0.9168796257714428,High
3,3,6,4,2,2,3,Female,46,5,1,5,2,AT,0.061801042,-0.4387130735027658,Low
3,4,9,5,1,1,3,Male,42,5,7,3,2,AT,0.041651092,0.015613028740096714,Mid
4,4,7,5,2,2,4,Female,55,5,5,4,3,AT,0.037283864,0.6337650511714361,High
3,3,6,5,4,4,4,Female,22,3,2,3,4,AT,0.036911514,-0.4387130735027658,Low
4,4,8,2,1,2,2,Female,74,7,9,3,1,AT,0.06952366,0.6908355603857214,High
3,3,5,3,2,2,2,Female,37,3,10,3,2,AT,0.21285728,-0.49578358271705103,Low
4,4,9,1,2,3,3,Male,50,4,5,3,2,AT,0.094929755,0.7479060696000066,High
1,1,0,5,3,3,3,Male,60,2,9,5,1,AT,0.22095571,-2.8119513597083112,Low
3,4,8,3,2,2,4,Female,35,7,4,3,2,AT,0.050618786,-0.04145748047418853,Mid
4,2,7,3,3,3,2,Male,59,3,6,3,2,AT,0.23710266,0.0675359019714225,Mid
3,3,5,2,1,2,2,Female,65,7,8,4,1,AT,0.02339448,-0.49578358271705103,Low
4,5,10,1,1,2,2,Female,33,7,8,4,1,AT,0.032579456,1.0880911534142983,High
5,5,7,4,1,1,2,Male,35,5,7,4,1,AT,0.030990534,1.6491726666313526,High
4,4,9,2,2,3,2,Female,43,7,10,2,1,AT,0.030919129,0.7479060696000066,High
4,4,10,2,1,2,2,Male,81,7,10,2,1,AT,0.07400882,0.8049765788142919,High
4,5,8,1,1,2,2,Female,39,7,6,1,2,AT,0.12949266,0.973950134985728,High
1,1,2,3,3,3,4,Female,67,3,7,4,2,AT,0.07569638,-2.6978103412797405,Low
5,5,10,2,1,2,2,Female,51,3,4,5,1,AT,0.031261303,1.8203841942742083,High
3,4,10,2,2,1,4,Female,47,7,9,5,1,AT,0.1717854,0.07268353795438197,Mid
5,5,10,1,1,2,1,Male,25,4,7,3,1,AT,0.34586442,1.8203841942742083,High
5,5,7,2,2,3,2,Male,72,7,8,3,1,AT,0.13528886,1.6491726666313526,High
3,3,10,2,2,2,2,Male,84,1,3,4,2,AT,0.68696636,-0.21043103664562482,Mid
4,3,8,4,2,4,2,Female,44,5,NA,4,1,AT,0.05129134,0.4077209857857146,Mid
2,3,4,3,2,5,3,Male,78,5,8,1,1,AT,0.053169068,-1.2851471327912465,Low
5,5,5,2,1,1,3,Female,82,3,3,3,2,AT,0.12350522,1.5350316482027822,High
4,5,8,3,2,2,3,Female,72,5,5,3,1,AT,0.09033346,0.973950134985728,High
5,5,10,3,1,1,1,Female,60,3,NA,2,1,AT,0.04678354,1.8203841942742083,High
3,4,8,5,2,1,2,Male,80,4,NA,1,1,AT,0.20278083,-0.04145748047418853,Mid
5,4,10,1,1,2,2,Male,52,7,10,1,1,AT,0.10340698,1.5372696196742017,High
5,4,10,2,1,1,2,Female,60,7,5,1,2,AT,0.06070148,1.5372696196742017,High
1,2,5,4,2,3,3,Male,41,3,9,3,1,AT,0.10160179,-2.243484239036878,Low
5,5,10,2,1,2,2,Female,54,7,6,1,1,AT,0.036727212,1.8203841942742083,High
3,3,10,2,1,1,3,Male,50,3,NA,4,1,AT,0.24415666,-0.21043103664562482,Mid
2,5,0,4,2,4,3,Male,40,3,10,2,1,AT,0.09364599,-0.9472000204483737,Low
5,5,10,1,1,1,1,Female,64,4,7,4,1,AT,0.18093905,1.8203841942742083,High
3,3,8,5,2,5,4,Male,46,5,9,3,1,AT,0.10234558,-0.3245720550741953,Mid
3,4,9,2,1,2,1,Male,53,7,3,3,2,AT,0.015645502,0.015613028740096714,Mid
5,5,10,1,1,1,1,Male,58,5,8,4,1,AT,0.079022065,1.8203841942742083,High
3,3,8,3,2,2,2,Male,64,5,7,4,3,AT,0.18295711,-0.3245720550741953,Mid
5,5,10,1,1,1,1,Female,65,3,10,1,1,AT,0.15303148,1.8203841942742083,High
1,2,0,5,3,4,3,Male,86,5,NA,2,2,AT,0.15087128,-2.528836785108304,Low
3,3,9,3,2,2,2,Male,66,7,10,4,1,AT,0.16374688,-0.26750154585991004,Mid
4,5,10,1,1,1,1,Male,46,3,2,4,2,AT,0.1282973,1.0880911534142983,High
5,5,10,3,1,1,1,Male,41,5,7,1,1,AT,0.124946274,1.8203841942742083,High
4,3,10,3,1,2,2,Male,43,7,5,1,2,AT,0.0687909,0.5218620042142851,Mid
4,3,10,1,1,1,2,Female,38,6,9,4,1,AT,0.08770601,0.5218620042142851,Mid
4,5,10,1,1,1,1,Female,63,7,9,4,1,AT,0.027014226,1.0880911534142983,High
4,4,10,1,1,1,1,Male,63,7,10,1,1,AT,0.07059872,0.8049765788142919,High
2,4,10,3,4,2,2,Female,52,5,9,5,1,AT,0.043577265,-0.659609502905528,Low
4,4,10,3,1,4,2,Female,48,3,4,2,2,AT,0.08070433,0.8049765788142919,High
4,4,8,3,2,4,2,Male,53,7,10,1,2,AT,0.08439662,0.6908355603857214,High
3,4,4,3,4,4,4,Male,35,3,NA,2,1,AT,0.0708343,-0.26973951733132945,Mid
4,4,5,4,2,1,1,Male,89,7,7,2,1,AT,0.21910451,0.5196240327428656,Mid
3,2,8,2,1,1,2,Female,52,6,7,4,2,AT,0.07479172,-0.6076866296742021,Low
5,4,10,2,1,2,2,Female,79,3,3,1,1,AT,0.31160784,1.5372696196742017,High
2,4,0,2,2,2,2,Male,58,7,10,1,1,AT,0.088385694,-1.2303145950483805,Low
5,5,10,1,1,3,2,Female,32,7,10,4,1,AT,0.11510808,1.8203841942742083,High
3,2,9,5,2,2,4,Male,60,3,6,4,1,AT,0.04557563,-0.5506161204599169,Low
4,4,10,3,1,3,2,Male,59,3,9,2,1,AT,0.13486359,0.8049765788142919,High
3,4,7,2,2,2,2,Female,40,7,9,3,1,AT,0.13983673,-0.09852798968847376,Mid
3,4,7,4,2,4,5,Male,48,3,8,3,2,AT,0.047282726,-0.09852798968847376,Mid
3,4,10,2,1,1,3,Female,63,5,3,3,1,AT,0.021077547,0.07268353795438197,Mid
4,5,6,5,2,4,4,Male,42,6,9,1,1,AT,0.1470504,0.8598091165571576,High
3,3,6,3,2,3,2,Female,43,6,7,NA,1,AT,0.029773602,-0.4387130735027658,Low
5,5,10,2,1,2,2,Female,32,7,NA,3,2,AT,0.08754088,1.8203841942742083,High
4,4,9,2,2,5,2,Female,35,5,4,3,1,AT,0.042863682,0.7479060696000066,High
4,5,8,2,1,1,2,Male,77,3,8,4,1,AT,0.06511809,0.973950134985728,High
5,5,10,3,2,1,3,Female,65,5,7,1,2,AT,0.1722775,1.8203841942742083,High
5,5,8,1,1,1,2,Female,23,5,7,4,2,AT,0.26613384,1.7062431758456378,High
4,4,5,2,2,1,2,Female,65,5,8,4,1,AT,0.042093758,0.5196240327428656,Mid
2,1,2,5,2,3,2,Female,45,5,9,3,1,AT,0.09422871,-1.9655173004198303,Low
3,4,10,2,1,1,2,Male,65,4,5,5,1,AT,0.02504454,0.07268353795438197,Mid
4,4,10,3,2,2,3,Male,49,3,7,1,2,AT,0.12316765,0.8049765788142919,High
5,3,9,2,2,3,2,Female,40,7,10,3,1,AT,0.1605609,1.1970845358599096,High
4,5,9,1,1,1,2,Female,34,6,7,4,2,AT,0.19729006,1.0310206442000132,High
4,5,9,1,1,2,1,Male,61,7,10,1,1,AT,0.04765871,1.0310206442000132,High
