w1gq5,w1gq1,w1gq10,w1gq13,w1gq14,w1gq15,w1gq16,gndr,age,eisced,hinctnta,w1xq3,hincfel,cntry,w1weight,risk_score,cluster
5,4,10,1,1,3,2,Female,44,6,8,2,1,BE,0.34373635,1.5372696196742017,High
5,5,10,2,1,2,2,Female,36,4,7,2,2,BE,0.53138745,1.8203841942742083,High
3,4,7,2,1,1,2,Male,70,7,NA,4,1,BE,0.29116505,-0.09852798968847376,Mid
2,3,7,3,2,2,2,Female,25,7,10,3,1,BE,0.8907836,-1.1139356051483906,Low
5,5,10,1,1,2,1,Male,32,7,5,3,2,BE,0.4807993,1.8203841942742083,High
3,3,8,2,1,1,2,Male,67,4,6,4,1,BE,0.2928785,-0.3245720550741953,Mid
4,5,8,1,2,2,1,Male,48,7,10,4,1,BE,0.24960174,0.973950134985728,High
3,4,8,4,4,2,4,Male,44,4,7,4,3,BE,1.042415,-0.04145748047418853,Mid
3,4,7,4,2,2,2,Female,54,4,4,4,2,BE,0.5726792,-0.09852798968847376,Mid
4,3,7,4,2,2,4,Female,65,3,7,4,1,BE,0.38794369,0.3506504765714293,Mid
2,3,3,5,4,4,5,Female,26,4,6,2,2,BE,0.67176545,-1.3422176420055318,Low
4,5,8,1,1,1,1,Female,57,7,9,4,1,BE,0.24720703,0.973950134985728,High
3,3,7,2,2,3,3,Male,63,7,10,4,1,BE,0.28425062,-0.3816425642884806,Low
3,4,9,3,2,2,2,Female,56,7,5,3,1,BE,0.24139574,0.015613028740096714,Mid
5,5,10,2,2,5,2,Male,69,2,7,4,2,BE,0.40376928,1.8203841942742083,High
2,3,7,2,3,2,3,Female,22,4,NA,3,1,BE,0.5432944,-1.1139356051483906,Low
4,5,10,2,2,2,2,Male,70,7,7,4,2,BE,0.19166346,1.0880911534142983,High
2,1,5,2,2,4,3,Male,22,4,8,4,2,BE,0.60665256,-1.7943057727769745,Low
3,2,8,1,1,2,1,Female,54,7,10,4,1,BE,0.29329473,-0.6076866296742021,Low
2,2,10,3,3,NA,2,Male,79,4,6,1,2,BE,0.44633,-1.2258386521055415,Low
5,5,10,2,2,2,1,Male,41,4,8,3,3,BE,0.63394773,1.8203841942742083,High
3,3,5,3,2,4,4,Male,47,2,8,4,2,BE,0.68476427,-0.49578358271705103,Low
4,4,10,1,2,2,2,Male,41,6,7,4,2,BE,0.24401143,0.8049765788142919,High
4,5,10,3,2,3,2,Female,32,6,7,2,1,BE,0.3314556,1.0880911534142983,High
5,5,10,1,1,1,1,Female,59,7,9,4,1,BE,0.35489058,1.8203841942742083,High
2,3,6,3,3,3,4,Female,52,5,5,4,2,BE,0.41217548,-1.171006114362676,Low
4,4,9,3,2,2,2,Female,61,6,5,3,1,BE,0.23920137,0.7479060696000066,High
3,5,9,1,2,2,1,Female,24,6,6,2,1,BE,0.26050907,0.29872760334010345,Mid
3,4,8,3,4,3,3,Female,63,5,NA,5,2,BE,0.35960296,-0.04145748047418853,Mid
2,1,5,2,3,4,4,Male,62,2,5,3,2,BE,0.6035249,-1.7943057727769745,Low
2,1,4,5,2,5,5,Male,71,4,4,4,2,BE,0.3673752,-1.8513762819912598,Low
3,1,8,4,2,2,4,Female,33,7,6,4,1,BE,0.24930699,-0.8908012042742088,Low
3,3,10,3,3,2,2,Male,67,5,6,3,1,BE,0.29642805,-0.21043103664562482,Mid
3,3,9,3,2,2,3,Female,42,5,3,1,2,BE,0.4608027,-0.26750154585991004,Mid
5,5,8,2,1,1,2,Male,61,6,9,2,1,BE,0.18278828,1.7062431758456378,High
2,2,8,3,2,2,2,Male,81,6,4,4,2,BE,0.3603094,-1.3399796705341123,Low
5,5,10,1,1,1,1,Female,35,7,7,4,1,BE,0.3314556,1.8203841942742083,High
4,4,9,3,3,2,4,Female,64,5,8,3,2,BE,0.2869597,0.7479060696000066,High
5,5,10,3,2,1,2,Male,60,6,6,4,2,BE,0.1963896,1.8203841942742083,High
3,4,8,2,1,1,2,Female,72,4,4,4,2,BE,0.38875717,-0.04145748047418853,Mid
3,4,7,2,2,2,2,Female,47,5,8,4,1,BE,0.4477521,-0.09852798968847376,Mid
4,5,10,4,1,2,1,Male,58,7,10,3,1,BE,0.24844234,1.0880911534142983,High
4,5,9,2,2,2,2,Female,26,6,5,1,1,BE,0.26537547,1.0310206442000132,High
5,3,8,5,3,2,4,Male,69,5,5,4,3,BE,0.34148496,1.1400140266456242,High
2,3,3,2,2,2,3,Male,42,7,10,4,1,BE,0.29618618,-1.3422176420055318,Low
2,2,10,5,1,4,4,Female,51,6,7,4,1,BE,0.2966837,-1.2258386521055415,Low
5,5,10,2,1,2,2,Male,27,7,8,2,1,BE,0.20241651,1.8203841942742083,High
3,4,9,4,2,1,4,Female,63,6,3,4,3,BE,0.2694898,0.015613028740096714,Mid
3,2,5,3,2,4,4,Female,73,4,2,2,3,BE,0.41743115,-0.7788981573170578,Low
3,4,2,4,2,3,2,Female,83,1,2,4,2,BE,0.7912871,-0.38388053575990005,Low
5,5,10,1,1,1,1,Male,66,6,8,3,2,BE,0.35722926,1.8203841942742083,High
3,4,8,3,4,3,2,Male,53,2,5,3,2,BE,0.5245166,-0.04145748047418853,Mid
3,4,10,2,1,2,2,Female,23,6,4,2,2,BE,0.35417098,0.07268353795438197,Mid
4,4,8,3,2,2,3,Female,81,NA,3,2,4,BE,0.5914951,0.6908355603857214,High
5,5,9,1,2,1,1,Male,62,7,6,3,1,BE,0.18829115,1.763313685059923,High
4,4,10,2,2,2,2,Female,37,6,6,4,2,BE,0.35001487,0.8049765788142919,High
1,1,5,4,3,4,3,Female,57,4,10,4,2,BE,0.28160962,-2.526598813636885,Low
4,4,8,5,5,2,3,Female,71,2,5,4,2,BE,0.8373761,0.6908355603857214,High
3,3,10,3,2,3,2,Female,36,7,7,2,1,BE,0.30801612,-0.21043103664562482,Mid
3,4,8,4,1,4,2,Female,49,6,6,3,2,BE,0.37145635,-0.04145748047418853,Mid
4,3,10,2,2,2,3,Female,64,1,7,5,1,BE,0.98214656,0.5218620042142851,Mid
5,4,10,1,1,1,1,Male,57,4,2,NA,2,BE,0.24983275,1.5372696196742017,High
3,1,8,4,2,3,3,Female,51,7,5,4,1,BE,0.30165353,-0.8908012042742088,Low
3,4,6,2,3,3,2,Male,84,6,8,3,1,BE,0.24217962,-0.15559849890275898,Mid
3,3,8,1,1,1,1,Male,76,6,6,2,1,BE,0.31022656,-0.3245720550741953,Mid
3,3,9,2,2,3,2,Female,19,4,NA,2,1,BE,0.5026599,-0.26750154585991004,Mid
3,4,8,3,2,2,2,Male,41,6,7,4,1,BE,0.29618618,-0.04145748047418853,Mid
4,4,9,2,2,2,2,Male,60,7,9,1,1,BE,0.1895759,0.7479060696000066,High
3,3,7,3,3,3,3,Female,52,5,6,4,2,BE,0.54738766,-0.3816425642884806,Low
4,5,10,1,1,2,2,Male,61,5,10,4,1,BE,0.37991107,1.0880911534142983,High
4,4,8,3,2,NA,2,Female,34,4,10,5,1,BE,0.5945406,0.6908355603857214,High
4,5,8,1,1,1,2,Female,35,7,3,1,1,BE,0.28801778,0.973950134985728,High
4,5,9,2,3,1,2,Male,25,6,10,1,1,BE,0.88209385,1.0310206442000132,High
3,4,9,1,2,2,3,Male,27,4,8,3,2,BE,1.9556247,0.015613028740096714,Mid
4,3,10,4,1,1,3,Female,53,6,6,4,2,BE,0.297308,0.5218620042142851,Mid
4,5,10,1,1,1,1,Male,65,7,8,2,2,BE,0.25630975,1.0880911534142983,High
4,4,9,1,2,2,2,Male,44,7,10,4,1,BE,0.26328304,0.7479060696000066,High
4,4,3,3,2,3,2,Male,59,7,8,4,1,BE,0.23146577,0.4054830143142952,Mid
4,4,10,1,1,1,1,Male,39,7,3,3,1,BE,0.85041267,0.8049765788142919,High
3,3,5,4,4,3,2,Male,51,6,7,5,1,BE,0.33084458,-0.49578358271705103,Low
3,4,10,2,2,3,2,Female,42,7,5,4,2,BE,0.41920826,0.07268353795438197,Mid
2,3,2,5,4,4,2,Male,59,7,8,4,1,BE,0.17712668,-1.399288151219817,Low
4,4,10,2,1,3,2,Female,70,7,9,1,1,BE,0.2182126,0.8049765788142919,High
3,3,6,4,3,2,2,Male,77,7,6,4,2,BE,0.29281586,-0.4387130735027658,Low
2,1,1,5,5,5,4,Female,56,4,5,NA,2,BE,0.36092597,-2.0225878096341154,Low
3,4,10,1,2,2,2,Male,75,6,7,2,1,BE,0.19166346,0.07268353795438197,Mid
3,4,8,2,2,3,2,Male,58,7,6,4,2,BE,0.24976234,-0.04145748047418853,Mid
3,3,5,4,4,4,4,Female,57,6,7,4,1,BE,0.24720703,-0.49578358271705103,Low
2,3,9,2,3,2,2,Male,54,7,9,4,1,BE,0.20563307,-0.9997945867198201,Low
3,3,7,4,2,2,2,Female,63,4,7,4,1,BE,0.38794369,-0.3816425642884806,Low
5,5,7,1,3,3,1,Female,50,4,1,1,2,BE,0.66076654,1.6491726666313526,High
4,5,8,3,1,4,2,Male,22,6,NA,4,1,BE,0.29555014,0.973950134985728,High
4,2,8,3,3,2,3,Female,47,3,3,2,4,BE,0.47149098,0.12460641118570773,Mid
2,1,8,2,2,2,2,Male,50,3,9,4,1,BE,0.59541285,-1.6230942451341188,Low
3,4,10,2,2,2,2,Male,43,7,10,4,1,BE,0.34766564,0.07268353795438197,Mid
4,4,8,2,2,3,2,Female,20,5,5,5,1,BE,0.79421943,0.6908355603857214,High
2,3,7,4,2,2,4,Male,62,3,7,4,2,BE,0.59595555,-1.1139356051483906,Low
4,4,10,3,1,1,2,Male,59,4,6,4,2,BE,0.24983275,0.8049765788142919,High
3,2,7,3,3,2,2,Male,59,6,6,2,2,BE,0.23146577,-0.6647571388884873,Low
5,4,10,2,2,1,1,Female,54,7,9,5,2,BE,0.2626511,1.5372696196742017,High
5,5,10,1,1,1,1,Female,42,7,6,3,2,BE,0.35549945,1.8203841942742083,High
2,3,2,2,1,1,4,Male,32,4,9,2,2,BE,0.3054548,-1.399288151219817,Low
1,4,0,5,5,5,5,Male,56,7,9,4,1,BE,0.18829115,-1.9626076359082905,Low
4,5,5,3,1,3,3,Male,36,6,8,5,1,BE,0.32793763,0.8027386073428723,High
2,4,10,1,1,1,2,Male,47,7,9,4,1,BE,0.4009303,-0.659609502905528,Low
4,3,8,1,1,1,1,Male,58,4,7,2,1,BE,0.28648266,0.4077209857857146,Mid
3,3,6,3,2,2,3,Female,27,6,6,4,1,BE,0.37628433,-0.4387130735027658,Low
4,4,8,3,2,2,3,Female,41,6,9,3,1,BE,0.35075134,0.6908355603857214,High
5,4,10,4,3,1,2,Male,82,6,7,4,1,BE,0.23819779,1.5372696196742017,High
4,4,9,2,2,2,2,Male,63,7,9,4,1,BE,0.1963896,0.7479060696000066,High
3,4,10,3,2,2,3,Male,63,4,7,4,1,BE,0.37280682,0.07268353795438197,Mid
2,3,6,2,4,2,2,Female,39,6,7,4,1,BE,1.3213499,-1.171006114362676,Low
5,5,8,3,4,3,3,Male,55,6,6,3,3,BE,0.22187363,1.7062431758456378,High
3,3,6,4,3,4,2,Male,71,4,6,3,1,BE,0.30115023,-0.4387130735027658,Low
3,3,8,5,2,4,4,Male,74,4,5,5,2,BE,0.44339818,-0.3245720550741953,Mid
4,4,10,3,2,1,1,Female,78,4,5,4,1,BE,0.40780666,0.8049765788142919,High
3,3,7,2,2,2,2,Male,59,4,4,4,1,BE,0.37280682,-0.3816425642884806,Low
2,4,7,1,2,2,2,Female,77,4,4,3,1,BE,0.39794952,-0.8308210305483837,Low
4,3,8,3,2,2,2,Female,42,7,10,4,1,BE,0.30986458,0.4077209857857146,Mid
3,4,8,2,2,3,2,Male,68,5,2,3,3,BE,0.4008977,-0.04145748047418853,Mid
3,4,10,2,2,3,2,Male,20,4,7,4,1,BE,0.46687406,0.07268353795438197,Mid
3,3,5,4,2,2,2,Male,79,4,6,2,2,BE,0.37787205,-0.49578358271705103,Low
3,1,8,2,4,2,3,Female,62,6,8,4,1,BE,0.24720703,-0.8908012042742088,Low
4,4,8,2,2,2,2,Male,81,4,3,4,2,BE,0.6631672,0.6908355603857214,High
3,3,7,4,2,3,3,Male,56,6,6,3,1,BE,0.1971611,-0.3816425642884806,Low
5,5,10,1,2,2,2,Male,27,6,7,3,2,BE,0.22206272,1.8203841942742083,High
4,4,6,4,2,3,2,Female,75,4,4,4,1,BE,0.38226014,0.576694541957151,High
3,3,8,4,2,2,3,Male,63,4,5,4,1,BE,0.35935247,-0.3245720550741953,Mid
3,4,7,3,2,2,3,Female,54,6,9,4,1,BE,0.297308,-0.09852798968847376,Mid
3,3,7,3,3,3,3,Female,52,4,6,4,3,BE,0.4136453,-0.3816425642884806,Low
3,3,6,3,2,3,2,Male,58,6,9,4,1,BE,0.1963896,-0.4387130735027658,Low
5,5,10,1,1,1,1,Female,80,6,NA,4,1,BE,0.30735096,1.8203841942742083,High
3,1,5,4,3,2,2,Male,62,7,8,3,1,BE,0.21083981,-1.0620127319170645,Low
3,3,9,2,2,2,2,Male,36,3,6,3,2,BE,0.7046533,-0.26750154585991004,Mid
4,4,10,4,1,1,4,Female,51,2,3,4,3,BE,1.7002736,0.8049765788142919,High
3,3,10,3,3,3,3,Female,37,3,6,4,3,BE,0.5692472,-0.21043103664562482,Mid
4,4,7,3,2,2,2,Male,78,6,4,1,1,BE,0.23561135,0.6337650511714361,High
2,3,8,3,2,1,3,Male,20,5,9,4,1,BE,1.0324908,-1.0568650959341053,Low
4,4,8,1,1,1,1,Female,52,7,9,3,1,BE,0.31079733,0.6908355603857214,High
5,5,10,1,1,1,1,Male,57,7,6,2,1,BE,0.1963896,1.8203841942742083,High
3,4,9,4,2,3,5,Female,68,5,5,NA,4,BE,0.26607218,0.015613028740096714,Mid
4,5,9,2,1,3,1,Female,50,7,10,3,2,BE,0.30818677,1.0310206442000132,High
5,4,8,3,2,2,1,Male,71,2,3,3,2,BE,1.0040383,1.423128601245631,High
1,2,4,5,5,4,5,Male,80,7,3,1,3,BE,0.26808676,-2.300554748251163,Low
3,4,5,2,2,5,2,Female,61,6,10,2,1,BE,0.23392557,-0.21266900811704426,Mid
3,3,7,2,2,2,3,Male,69,7,6,1,3,BE,0.32771513,-0.3816425642884806,Low
3,3,6,4,2,3,3,Male,72,2,5,4,2,BE,0.5519209,-0.4387130735027658,Low
1,1,2,5,3,5,4,Male,69,2,NA,4,3,BE,0.5418607,-2.6978103412797405,Low
3,3,6,3,4,3,2,Male,59,3,10,4,1,BE,0.37496442,-0.4387130735027658,Low
3,2,5,4,4,3,3,Male,53,4,4,2,2,BE,0.4418412,-0.7788981573170578,Low
4,3,10,4,1,2,3,Male,35,6,7,4,2,BE,0.25631544,0.5218620042142851,Mid
3,3,10,3,3,4,4,Male,38,5,4,3,2,BE,0.6963772,-0.21043103664562482,Mid
4,4,8,2,2,2,2,Female,64,6,9,5,1,BE,0.22644411,0.6908355603857214,High
3,1,7,4,2,2,4,Female,21,4,4,4,1,BE,0.8382004,-0.9478717134884941,Low
3,3,5,3,4,4,4,Male,68,4,7,2,1,BE,0.2928785,-0.49578358271705103,Low
5,5,10,1,2,4,2,Female,36,7,7,3,1,BE,0.6003016,1.8203841942742083,High
3,4,8,3,3,3,3,Female,56,7,10,2,1,BE,0.24249065,-0.04145748047418853,Mid
5,5,10,3,NA,4,3,Female,83,4,9,NA,1,BE,0.4972388,1.8203841942742083,High
5,5,10,1,1,1,1,Male,63,7,10,1,1,BE,0.34654754,1.8203841942742083,High
3,5,10,1,3,1,3,Male,34,6,9,2,2,BE,0.21956989,0.3557981125543887,Mid
4,3,8,3,2,4,2,Male,75,7,3,3,2,BE,0.25629315,0.4077209857857146,Mid
2,2,10,3,3,4,3,Female,26,6,8,1,1,BE,0.24930699,-1.2258386521055415,Low
2,4,10,2,1,3,2,Male,66,6,NA,4,1,BE,0.20451632,-0.659609502905528,Low
3,3,5,4,1,5,3,Female,56,3,NA,4,1,BE,0.44007716,-0.49578358271705103,Low
4,4,5,1,3,2,2,Male,66,7,6,5,1,BE,0.21331263,0.5196240327428656,Mid
4,4,9,2,2,2,2,Female,38,7,9,2,1,BE,0.30986458,0.7479060696000066,High
3,3,4,3,4,2,4,Male,61,5,6,5,1,BE,0.64550996,-0.5528540919313362,Low
3,1,7,4,2,3,3,Female,22,4,1,4,2,BE,0.8382004,-0.9478717134884941,Low
4,3,8,2,3,3,2,Male,66,7,5,4,2,BE,0.2578022,0.4077209857857146,Mid
5,4,8,3,2,1,2,Male,64,4,NA,5,2,BE,0.59941065,1.423128601245631,High
2,2,9,2,1,3,2,Male,25,4,5,5,1,BE,0.3554009,-1.282909161319827,Low
5,5,10,2,2,2,2,Female,72,7,7,2,1,BE,0.22674142,1.8203841942742083,High
3,4,4,4,1,2,3,Male,70,6,10,4,2,BE,0.19612557,-0.26973951733132945,Mid
2,4,10,4,1,2,3,Female,49,6,8,4,2,BE,0.35533425,-0.659609502905528,Low
4,5,9,1,2,2,2,Male,57,7,7,4,1,BE,0.18829115,1.0310206442000132,High
4,3,8,1,1,2,2,Male,62,2,3,1,1,BE,0.35504922,0.4077209857857146,Mid
5,5,9,2,1,2,2,Male,76,7,3,4,4,BE,0.19612557,1.763313685059923,High
4,4,7,2,2,2,2,Male,44,6,10,4,1,BE,0.30965474,0.6337650511714361,High
4,4,10,3,5,1,1,Male,74,6,4,4,1,BE,0.19990696,0.8049765788142919,High
4,5,10,2,3,2,2,Female,38,7,9,1,2,BE,0.6131956,1.0880911534142983,High
3,3,7,5,3,5,5,Female,43,5,8,5,2,BE,1.2240666,-0.3816425642884806,Low
3,3,7,2,2,2,2,Male,42,2,9,3,2,BE,1.0416737,-0.3816425642884806,Low
5,4,8,2,1,1,2,Female,38,7,10,1,1,BE,0.30986458,1.423128601245631,High
4,4,8,2,2,1,4,Male,36,7,9,2,2,BE,0.27937934,0.6908355603857214,High
4,3,8,2,2,4,3,Male,80,7,8,5,1,BE,0.29281586,0.4077209857857146,Mid
5,5,10,1,1,1,1,Female,69,7,4,3,3,BE,0.25615337,1.8203841942742083,High
4,5,8,3,4,4,2,Male,47,4,3,5,2,BE,0.50913155,0.973950134985728,High
5,3,8,2,1,2,1,Male,30,5,10,4,1,BE,0.2028008,1.1400140266456242,High
2,3,9,3,4,2,2,Female,50,6,8,3,1,BE,0.274568,-0.9997945867198201,Low
2,3,1,5,4,5,5,Male,31,5,7,1,1,BE,0.49753234,-1.4563586604341021,Low
3,4,8,2,1,1,1,Female,68,7,7,4,2,BE,0.20022099,-0.04145748047418853,Mid
4,4,10,1,1,3,1,Male,38,4,6,3,2,BE,0.45036742,0.8049765788142919,High
2,2,5,3,3,4,5,Female,60,6,NA,4,1,BE,0.23392557,-1.511191198176968,Low
5,5,10,1,1,2,1,Male,38,7,8,2,1,BE,0.26328304,1.8203841942742083,High
3,4,6,3,2,1,4,Male,72,1,6,3,2,BE,0.7229965,-0.15559849890275898,Mid
3,3,10,2,2,2,2,Female,51,6,9,4,1,BE,0.297308,-0.21043103664562482,Mid
3,4,7,2,1,1,2,Female,41,7,10,1,2,BE,0.3412149,-0.09852798968847376,Mid
5,5,9,2,3,3,2,Male,72,4,5,3,2,BE,0.2721556,1.763313685059923,High
3,3,5,3,3,3,4,Female,20,5,10,4,2,BE,0.7331188,-0.49578358271705103,Low
3,4,8,5,1,2,2,Female,73,6,3,3,2,BE,0.34137526,-0.04145748047418853,Mid
4,5,8,2,2,2,3,Male,68,2,3,1,2,BE,0.3641753,0.973950134985728,High
4,4,10,2,2,2,3,Female,28,6,8,4,1,BE,0.27804333,0.8049765788142919,High
3,3,6,2,2,4,2,Female,32,6,10,4,1,BE,0.37628433,-0.4387130735027658,Low
3,4,10,4,2,2,4,Male,77,7,10,2,1,BE,0.18514673,0.07268353795438197,Mid
1,2,2,5,5,5,5,Male,52,7,8,2,2,BE,0.43556586,-2.4146957666797335,Low
3,4,5,1,2,1,2,Male,63,7,10,2,1,BE,0.23146577,-0.21266900811704426,Mid
2,1,6,4,2,1,3,Female,35,6,3,1,2,BE,0.981407,-1.737235263562689,Low
3,2,6,4,3,3,4,Female,55,3,8,3,2,BE,0.78611594,-0.7218276481027726,Low
1,2,8,3,2,3,4,Male,21,4,9,3,1,BE,0.48877564,-2.0722727113940222,Low
4,4,10,1,1,1,2,Female,71,5,2,3,2,BE,0.47498316,0.8049765788142919,High
5,5,10,3,2,1,4,Female,26,7,1,1,2,BE,0.7715726,1.8203841942742083,High
2,3,4,4,3,2,3,Male,58,5,8,2,2,BE,0.2551943,-1.2851471327912465,Low
3,4,8,5,4,5,3,Female,70,6,1,4,3,BE,0.24390589,-0.04145748047418853,Mid
4,4,10,5,1,2,2,Male,37,6,10,1,1,BE,0.31022987,0.8049765788142919,High
5,5,10,1,1,1,2,Female,43,7,6,4,2,BE,0.60454583,1.8203841942742083,High
4,4,9,2,1,1,1,Male,64,7,4,3,1,BE,0.42194036,0.7479060696000066,High
4,3,10,2,1,2,2,Female,43,5,7,3,2,BE,0.5025054,0.5218620042142851,Mid
4,3,9,3,3,2,2,Male,64,5,8,5,1,BE,0.24042681,0.46479149499999983,Mid
1,4,1,5,5,5,5,Male,35,7,8,4,2,BE,0.41315925,-1.905537126694005,Low
3,4,7,3,1,2,2,Female,47,7,8,4,2,BE,0.2626511,-0.09852798968847376,Mid
3,4,9,2,2,2,2,Male,63,5,3,3,2,BE,0.22959387,0.015613028740096714,Mid
3,4,9,3,2,2,2,Female,32,4,NA,4,1,BE,0.5945406,0.015613028740096714,Mid
2,4,10,3,2,NA,NA,Female,53,7,1,4,2,BE,0.5136828,-0.659609502905528,Low
3,4,9,1,2,3,3,Male,88,7,5,4,2,BE,0.2769354,0.015613028740096714,Mid
3,3,7,3,2,2,3,Male,20,4,NA,4,1,BE,0.46687406,-0.3816425642884806,Low
3,3,6,5,3,2,4,Female,37,6,8,4,1,BE,0.35587800000000003,-0.4387130735027658,Low
3,3,5,3,3,3,3,Female,59,4,8,3,1,BE,0.52375317,-0.49578358271705103,Low
3,3,3,5,2,5,3,Female,82,6,4,2,1,BE,0.22674142,-0.6099246011456215,Low
3,3,10,5,3,5,5,Male,27,5,5,NA,3,BE,0.9855946,-0.21043103664562482,Mid
2,3,6,5,2,3,4,Male,48,7,7,1,2,BE,0.59768635,-1.171006114362676,Low
3,3,7,3,3,3,3,Male,64,7,9,4,2,BE,0.40295798,-0.3816425642884806,Low
3,4,8,2,2,2,2,Female,74,7,6,1,1,BE,0.2379608,-0.04145748047418853,Mid
3,3,7,3,3,2,3,Male,63,6,6,3,2,BE,0.27206272,-0.3816425642884806,Low
4,4,7,3,2,4,2,Male,59,7,8,1,2,BE,0.23710853,0.6337650511714361,High
3,3,10,4,2,4,4,Female,36,6,7,4,3,BE,0.39616364,-0.21043103664562482,Mid
3,3,8,3,3,2,3,Male,43,6,8,4,1,BE,0.3351595,-0.3245720550741953,Mid
4,4,7,4,2,2,2,Male,76,7,5,1,3,BE,0.28380194,0.6337650511714361,High
5,4,9,3,2,2,2,Female,19,4,4,4,2,BE,0.94707423,1.4801991104599164,High
2,4,7,2,2,2,2,Male,66,2,5,1,2,BE,0.57084614,-0.8308210305483837,Low
2,1,7,3,2,2,3,Male,50,3,7,2,1,BE,0.33388907,-1.680164754348404,Low
2,4,3,5,4,4,4,Male,69,6,7,4,1,BE,0.19990696,-1.0591030674055248,Low
2,3,8,3,2,1,2,Male,52,5,7,4,2,BE,0.3523744,-1.0568650959341053,Low
3,3,8,2,1,1,2,Male,54,7,9,4,1,BE,0.29298446,-0.3245720550741953,Mid
4,4,7,4,2,2,2,Male,61,7,10,3,1,BE,0.20564105,0.6337650511714361,High
3,3,10,4,2,2,2,Male,69,7,5,4,2,BE,0.2769354,-0.21043103664562482,Mid
3,3,2,5,4,4,5,Male,65,4,6,4,1,BE,0.37280682,-0.6669951103599068,Low
5,5,10,1,1,2,1,Female,27,6,7,4,1,BE,0.26050907,1.8203841942742083,High
3,3,7,3,2,3,4,Male,32,4,10,3,1,BE,0.8004455,-0.3816425642884806,Low
3,3,7,3,2,3,3,Female,68,5,6,4,1,BE,0.3724163,-0.3816425642884806,Low
3,3,8,2,2,2,1,Female,39,7,7,1,1,BE,0.32723582,-0.3245720550741953,Mid
3,4,10,2,2,5,2,Male,78,2,6,4,1,BE,1.6477686,0.07268353795438197,Mid
3,3,10,4,2,2,2,Female,66,6,4,1,1,BE,0.3383625,-0.21043103664562482,Mid
3,4,6,3,3,NA,3,Female,65,2,NA,4,2,BE,0.5933902,-0.15559849890275898,Mid
4,5,10,4,1,3,4,Female,31,5,5,4,2,BE,0.30136722,1.0880911534142983,High
2,2,4,4,4,3,2,Male,39,7,8,1,1,BE,0.4374479,-1.568261707391253,Low
3,3,9,3,2,2,3,Female,76,1,NA,3,3,BE,0.6403456,-0.26750154585991004,Mid
2,3,4,4,5,4,5,Male,55,7,10,4,1,BE,0.24099262,-1.2851471327912465,Low
4,4,9,3,1,1,1,Male,59,6,9,3,1,BE,0.1971611,0.7479060696000066,High
2,2,2,5,4,5,3,Male,21,4,NA,3,2,BE,0.46294314,-1.6824027258198238,Low
5,5,10,2,1,2,1,Male,22,5,4,1,1,BE,1.0684159,1.8203841942742083,High
3,3,10,3,1,2,2,Female,61,6,NA,4,1,BE,0.22106762,-0.21043103664562482,Mid
2,4,8,2,5,1,5,Male,23,5,2,3,4,BE,0.6559484,-0.7737505213340985,Low
5,5,10,1,1,1,1,Female,54,5,4,4,2,BE,0.41217548,1.8203841942742083,High
3,4,6,3,2,3,2,Male,NA,2,6,4,2,BE,2.8277862,-0.15559849890275898,Mid
3,3,9,5,3,3,2,Male,70,3,4,5,2,BE,0.2928785,-0.26750154585991004,Mid
3,3,10,4,2,2,4,Female,21,5,4,3,2,BE,0.78509486,-0.21043103664562482,Mid
3,4,5,3,2,3,2,Male,62,4,5,4,2,BE,0.37280682,-0.21266900811704426,Mid
5,5,10,2,2,3,2,Female,49,7,9,2,1,BE,0.77385986,1.8203841942742083,High
2,2,5,5,5,2,4,Female,35,7,9,3,1,BE,0.2788304,-1.511191198176968,Low
3,3,6,3,1,2,3,Female,35,6,9,3,2,BE,0.2452344,-0.4387130735027658,Low
3,4,9,2,2,1,2,Male,22,5,8,4,1,BE,0.6559484,0.015613028740096714,Mid
4,4,10,4,1,1,1,Male,21,4,NA,4,1,BE,0.50477856,0.8049765788142919,High
1,1,9,1,1,1,2,Male,24,4,4,1,2,BE,0.34964848,-2.298316776779744,Low
2,4,8,1,2,2,3,Male,37,7,7,4,1,BE,0.34766564,-0.7737505213340985,Low
3,3,3,1,NA,1,5,Female,47,1,3,1,4,BE,3.4017463,-0.6099246011456215,Low
4,4,10,2,1,2,2,Female,36,6,7,3,2,BE,0.35336652,0.8049765788142919,High
4,5,8,1,2,2,2,Male,67,4,8,5,2,BE,0.2928785,0.973950134985728,High
3,4,10,3,2,1,3,Female,23,6,7,4,1,BE,0.39536253,0.07268353795438197,Mid
3,3,8,3,3,3,2,Female,57,4,8,2,1,BE,0.41485518,-0.3245720550741953,Mid
3,4,9,3,1,3,2,Female,56,6,5,1,1,BE,0.24617675,0.015613028740096714,Mid
3,4,10,1,1,1,1,Male,41,7,5,5,1,BE,0.28080505,0.07268353795438197,Mid
4,4,8,2,5,3,1,Male,59,5,9,5,1,BE,0.4306539,0.6908355603857214,High
2,1,8,4,2,2,3,Female,20,4,6,4,1,BE,0.54525626,-1.6230942451341188,Low
3,4,6,2,2,2,2,Female,63,6,9,3,1,BE,0.22723629,-0.15559849890275898,Mid
4,4,8,1,2,1,1,Male,62,7,10,4,1,BE,0.18249379,0.6908355603857214,High
2,4,9,3,3,2,2,Female,79,5,5,3,2,BE,0.42723492,-0.7166800121198132,Low
3,5,10,4,2,3,2,Male,43,6,6,4,1,BE,0.68280745,0.3557981125543887,Mid
